,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
0,AMUC_RS09235,GCF_000020225.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Trans_reg_C,GCF_000020225.1-AMUC_RS09235,AMUC,-9.332144,7.248216
1,AMUC_RS05955,GCF_000020225.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Trans_reg_C,GCF_000020225.1-AMUC_RS05955,AMUC,-13.816262,10.517724
2,AMUC_RS04640,GCF_000020225.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,,GCF_000020225.1-AMUC_RS04640,AMUC,20.021332,24.390003
3,AMUC_RS04460,GCF_000020225.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Trans_reg_C,GCF_000020225.1-AMUC_RS04460,AMUC,-2.165031,23.103167
4,AMUC_RS01770,GCF_000020225.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,HTH_8,GCF_000020225.1-AMUC_RS01770,AMUC,-1.2163699,-27.830322
5,OTER_RS22865,GCF_000019965.1,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus terrae,,GCF_000019965.1-OTER_RS22865,OTER,34.017784,-2.7137055
6,OTER_RS22675,GCF_000019965.1,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus terrae,GerE,GCF_000019965.1-OTER_RS22675,OTER,-50.168262,-2.1887012
7,OTER_RS24700,GCF_000019965.1,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus terrae,Trans_reg_C,GCF_000019965.1-OTER_RS24700,OTER,-18.369051,43.802483
8,OTER_RS24695,GCF_000019965.1,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus terrae,,GCF_000019965.1-OTER_RS24695,OTER,14.1948185,-6.2347283
9,OTER_RS22095,GCF_000019965.1,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus terrae,Sigma54_activat,GCF_000019965.1-OTER_RS22095,OTER,-38.938095,5.861036
