,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
0,BMZ23_RS09000,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS09000,BMZ23,20.53563,40.23782
1,BMZ23_RS08995,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS08995,BMZ23,8.889204,32.43078
2,BMZ23_RS08955,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS08955,BMZ23,13.994457,6.5827827
3,BMZ23_RS08915,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,HTH_8,GCF_900114825.1-BMZ23_RS08915,BMZ23,-2.8035042,-42.439358
4,BMZ23_RS08805,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS08805,BMZ23,29.823715,-19.469725
5,BMZ23_RS14495,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GerE,GCF_900114825.1-BMZ23_RS14495,BMZ23,5.846871,-11.277633
6,BMZ23_RS12530,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Sigma54_activat,GCF_900114825.1-BMZ23_RS12530,BMZ23,12.074058,-41.0488
7,BMZ23_RS09345,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS09345,BMZ23,18.605082,-6.0806365
8,BMZ23_RS06375,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GerE,GCF_900114825.1-BMZ23_RS06375,BMZ23,-23.05484,30.00312
9,BMZ23_RS09935,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS09935,BMZ23,-3.482173,17.33015
10,BMZ23_RS07185,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS07185,BMZ23,15.164152,-24.467205
11,BMZ23_RS06915,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,HD,GCF_900114825.1-BMZ23_RS06915,BMZ23,12.008498,18.529634
12,BMZ23_RS06720,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS06720,BMZ23,-24.112165,-8.029151
13,BMZ23_RS06710,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS06710,BMZ23,3.94003,17.473913
14,BMZ23_RS04995,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GerE,GCF_900114825.1-BMZ23_RS04995,BMZ23,-22.934973,20.767197
15,BMZ23_RS04915,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GGDEF,GCF_900114825.1-BMZ23_RS04915,BMZ23,-37.567932,-13.117502
16,BMZ23_RS04760,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,HTH_8,GCF_900114825.1-BMZ23_RS04760,BMZ23,3.9741704,-33.596497
17,BMZ23_RS10850,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,EAL,GCF_900114825.1-BMZ23_RS10850,BMZ23,-5.606834,-32.985447
18,BMZ23_RS10800,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GerE,GCF_900114825.1-BMZ23_RS10800,BMZ23,-37.50634,16.302814
19,BMZ23_RS03835,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,LytTR,GCF_900114825.1-BMZ23_RS03835,BMZ23,-14.765332,16.044285
20,BMZ23_RS03230,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS03230,BMZ23,-17.905506,6.508061
21,BMZ23_RS02815,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,HTH_8,GCF_900114825.1-BMZ23_RS02815,BMZ23,-27.687195,-36.91782
22,BMZ23_RS13760,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,CheW,GCF_900114825.1-BMZ23_RS13760,BMZ23,-53.04738,-4.754626
23,BMZ23_RS12990,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS12990,BMZ23,34.882572,-4.400378
24,BMZ23_RS12840,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS12840,BMZ23,-2.3435595,24.363167
25,BMZ23_RS13950,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GerE,GCF_900114825.1-BMZ23_RS13950,BMZ23,-23.718548,-19.557495
26,BMZ23_RS01685,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,SpoIIE,GCF_900114825.1-BMZ23_RS01685,BMZ23,-11.344364,-2.4463859
27,BMZ23_RS01400,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS01400,BMZ23,6.1492796,9.928402
28,BMZ23_RS01260,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,CheB_methylest,GCF_900114825.1-BMZ23_RS01260,BMZ23,-9.646755,43.706955
29,BMZ23_RS01245,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS01245,BMZ23,-27.455074,0.5878576
30,BMZ23_RS00695,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,SpoIIE,GCF_900114825.1-BMZ23_RS00695,BMZ23,16.126871,23.0844
31,BMZ23_RS02055,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS02055,BMZ23,24.764944,10.59028
32,BMZ23_RS01995,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,CheW,GCF_900114825.1-BMZ23_RS01995,BMZ23,-51.345814,0.02794132
33,BN1079_RS16875,GCF_000756775.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas saudiphocaensis,Sigma54_activat,GCF_000756775.1-BN1079_RS16875,BN1079,11.13459,-42.71567
