,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
0,BMZ23_RS09000,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS09000,BMZ23,22.858614,38.37794
1,BMZ23_RS08995,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS08995,BMZ23,9.236942,33.771633
2,BMZ23_RS08955,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS08955,BMZ23,11.467822,1.2511156
3,BMZ23_RS08915,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,HTH_8,GCF_900114825.1-BMZ23_RS08915,BMZ23,-3.9466994,-38.927216
4,BMZ23_RS08805,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS08805,BMZ23,31.890228,-19.276
5,BMZ23_RS14495,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GerE,GCF_900114825.1-BMZ23_RS14495,BMZ23,4.779717,-9.317278
6,BMZ23_RS12530,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Sigma54_activat,GCF_900114825.1-BMZ23_RS12530,BMZ23,11.066935,-36.596024
7,BMZ23_RS09345,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS09345,BMZ23,18.180153,-8.467937
8,BMZ23_RS06375,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GerE,GCF_900114825.1-BMZ23_RS06375,BMZ23,-20.634155,30.638552
9,BMZ23_RS09935,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS09935,BMZ23,-4.2079883,14.546988
10,BMZ23_RS07185,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS07185,BMZ23,10.0738535,-25.987242
11,BMZ23_RS06915,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,HD,GCF_900114825.1-BMZ23_RS06915,BMZ23,14.247845,20.138071
12,BMZ23_RS06720,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS06720,BMZ23,-23.25085,-6.9569826
13,BMZ23_RS06710,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS06710,BMZ23,6.2002115,18.348856
14,BMZ23_RS04995,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GerE,GCF_900114825.1-BMZ23_RS04995,BMZ23,-22.499094,20.968222
15,BMZ23_RS04915,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GGDEF,GCF_900114825.1-BMZ23_RS04915,BMZ23,-35.07237,-12.054148
16,BMZ23_RS04760,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,HTH_8,GCF_900114825.1-BMZ23_RS04760,BMZ23,3.5263882,-31.398897
17,BMZ23_RS10850,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,EAL,GCF_900114825.1-BMZ23_RS10850,BMZ23,-19.063774,-16.92786
18,BMZ23_RS10800,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GerE,GCF_900114825.1-BMZ23_RS10800,BMZ23,-39.873344,20.04434
19,BMZ23_RS03835,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,LytTR,GCF_900114825.1-BMZ23_RS03835,BMZ23,-16.110355,13.214064
20,BMZ23_RS03230,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS03230,BMZ23,-33.36249,5.3072042
21,BMZ23_RS02815,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,HTH_8,GCF_900114825.1-BMZ23_RS02815,BMZ23,-35.88854,-28.32828
22,BMZ23_RS13760,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,CheW,GCF_900114825.1-BMZ23_RS13760,BMZ23,-52.591663,-4.2421064
23,BMZ23_RS12990,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,Trans_reg_C,GCF_900114825.1-BMZ23_RS12990,BMZ23,35.655197,-2.656143
24,BMZ23_RS12840,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS12840,BMZ23,-2.2479422,23.14319
25,BMZ23_RS13950,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,GerE,GCF_900114825.1-BMZ23_RS13950,BMZ23,-23.277088,-29.515892
26,BMZ23_RS01685,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,SpoIIE,GCF_900114825.1-BMZ23_RS01685,BMZ23,-10.480204,-2.049387
27,BMZ23_RS01400,GCF_900114825.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yangmingensis,,GCF_900114825.1-BMZ23_RS01400,BMZ23,5.240143,11.32871
