,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
0,SPV1_RS06715,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS06715,SPV1,-2.1427715,-14.6141815
1,SPV1_RS06540,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS06540,SPV1,11.335515,18.838354
2,SPV1_RS06340,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HD,GCF_000153765.1-SPV1_RS06340,SPV1,35.991848,-35.362667
3,SPV1_RS06335,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS06335,SPV1,-21.523987,36.944656
4,SPV1_RS06325,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS06325,SPV1,38.862106,-3.659913
5,SPV1_RS06205,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS06205,SPV1,34.006084,5.417198
6,SPV1_RS05000,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS05000,SPV1,3.0674088,2.4501715
7,SPV1_RS04245,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS04245,SPV1,0.623179,-1.7559748
8,SPV1_RS04090,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,EAL,GCF_000153765.1-SPV1_RS04090,SPV1,29.075605,-19.32783
9,SPV1_RS03740,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS03740,SPV1,39.184776,11.453771
10,SPV1_RS03335,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HD_5,GCF_000153765.1-SPV1_RS03335,SPV1,4.8868256,-11.57285
11,SPV1_RS03095,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS03095,SPV1,37.867477,-14.175304
12,SPV1_RS03045,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS03045,SPV1,-9.998272,2.9702096
13,SPV1_RS05820,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,EAL,GCF_000153765.1-SPV1_RS05820,SPV1,2.7550828,-18.445423
14,SPV1_RS05745,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HD,GCF_000153765.1-SPV1_RS05745,SPV1,4.1966534,-38.187584
15,SPV1_RS05155,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Trans_reg_C,GCF_000153765.1-SPV1_RS05155,SPV1,-28.140211,10.686208
16,SPV1_RS02090,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Guanylate_cyc,GCF_000153765.1-SPV1_RS02090,SPV1,9.783821,-36.239784
17,SPV1_RS00925,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,EAL,GCF_000153765.1-SPV1_RS00925,SPV1,-31.713268,-37.052532
18,SPV1_RS00490,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Guanylate_cyc,GCF_000153765.1-SPV1_RS00490,SPV1,9.253024,-38.56287
19,SPV1_RS00425,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,GerE,GCF_000153765.1-SPV1_RS00425,SPV1,3.6227481,55.42245
20,SPV1_RS00405,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS00405,SPV1,-0.61610293,-12.05426
21,SPV1_RS13210,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS13210,SPV1,29.736532,17.205278
22,SPV1_RS12770,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS12770,SPV1,33.913887,-11.4562845
23,SPV1_RS12085,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Trans_reg_C,GCF_000153765.1-SPV1_RS12085,SPV1,-31.766134,-11.1648
24,SPV1_RS11570,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS11570,SPV1,-11.578516,-23.7352
25,SPV1_RS11225,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,GAF,GCF_000153765.1-SPV1_RS11225,SPV1,-27.882372,-46.14184
26,SPV1_RS13120,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Trans_reg_C,GCF_000153765.1-SPV1_RS13120,SPV1,-33.29263,10.66289
27,SPV1_RS10140,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS10140,SPV1,35.99021,-35.364613
28,SPV1_RS08750,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS08750,SPV1,20.96692,-15.8434105
29,SPV1_RS08675,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS08675,SPV1,-8.007373,-27.52538
30,SPV1_RS08665,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS08665,SPV1,13.115653,-38.01203
31,SPV1_RS07170,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS07170,SPV1,9.57802,1.1061662
32,SPV1_RS07900,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Trans_reg_C,GCF_000153765.1-SPV1_RS07900,SPV1,-36.916862,26.336767
33,SPV1_RS07660,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS07660,SPV1,-7.229382,-32.22226
34,SPV1_RS07650,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS07650,SPV1,23.173504,-24.365858
35,SPV1_RS07645,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_17,GCF_000153765.1-SPV1_RS07645,SPV1,-26.724487,-33.622013
36,SPV1_RS13445,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Sigma54_activat,GCF_000153765.1-SPV1_RS13445,SPV1,21.088736,11.717492
37,BMS_RS15370,GCF_000210915.2,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,,GCF_000210915.2-BMS_RS15370,BMS,-10.367424,-46.606598
38,BMS_RS15260,GCF_000210915.2,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,Sigma54_activat,GCF_000210915.2-BMS_RS15260,BMS,-10.097462,24.925734
39,BMS_RS17165,GCF_000210915.2,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,,GCF_000210915.2-BMS_RS17165,BMS,-45.87041,-1.6618081
40,BMS_RS14000,GCF_000210915.2,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,HTH_8,GCF_000210915.2-BMS_RS14000,BMS,-15.8598585,8.870608
