,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
0,SFUM_RS20555,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_IclR,GCF_000014965.1-SFUM_RS20555,SFUM,4.1469803,-37.38434
1,SFUM_RS19470,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS19470,SFUM,26.033878,0.3335222
2,SFUM_RS19335,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HD,GCF_000014965.1-SFUM_RS19335,SFUM,32.238796,24.611963
3,SFUM_RS19330,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Sigma54_activat,GCF_000014965.1-SFUM_RS19330,SFUM,16.474518,-41.12502
4,SFUM_RS22035,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HD,GCF_000014965.1-SFUM_RS22035,SFUM,24.562998,17.760025
5,SFUM_RS16995,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS16995,SFUM,37.46413,31.692228
6,SFUM_RS16900,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS16900,SFUM,27.46658,-5.5365686
7,SFUM_RS15635,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS15635,SFUM,-16.634098,20.949804
8,SFUM_RS18990,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Trans_reg_C,GCF_000014965.1-SFUM_RS18990,SFUM,-36.370754,7.612314
9,SFUM_RS18675,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Trans_reg_C,GCF_000014965.1-SFUM_RS18675,SFUM,-30.57538,-0.29781398
10,SFUM_RS22095,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,GAF,GCF_000014965.1-SFUM_RS22095,SFUM,32.25226,24.6764
11,SFUM_RS15425,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS15425,SFUM,-16.787786,21.121952
12,SFUM_RS15325,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS15325,SFUM,8.599034,13.154693
13,SFUM_RS15320,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS15320,SFUM,16.257685,31.943804
14,SFUM_RS15015,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Trans_reg_C,GCF_000014965.1-SFUM_RS15015,SFUM,-24.18663,1.1570975
15,SFUM_RS14330,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Sigma54_activat,GCF_000014965.1-SFUM_RS14330,SFUM,21.295649,6.1649537
16,SFUM_RS14150,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS14150,SFUM,-31.670559,-17.420925
17,SFUM_RS13780,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Trans_reg_C,GCF_000014965.1-SFUM_RS13780,SFUM,-35.091152,0.855817
18,SFUM_RS13600,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS13600,SFUM,38.780075,12.942626
19,SFUM_RS14555,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS14555,SFUM,21.363941,14.115191
20,SFUM_RS12630,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS12630,SFUM,34.6043,14.947895
21,SFUM_RS11910,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS11910,SFUM,-20.949436,-11.078093
22,SFUM_RS11855,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS11855,SFUM,35.043705,2.1754398
23,SFUM_RS11430,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,EAL,GCF_000014965.1-SFUM_RS11430,SFUM,-20.259148,-8.990592
24,SFUM_RS11420,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS11420,SFUM,-27.387186,-6.2228146
25,SFUM_RS10825,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS10825,SFUM,17.727854,18.510937
26,SFUM_RS10390,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Trans_reg_C,GCF_000014965.1-SFUM_RS10390,SFUM,-32.60788,7.3615637
27,SFUM_RS09990,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS09990,SFUM,9.500876,8.33376
28,SFUM_RS08605,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,GerE,GCF_000014965.1-SFUM_RS08605,SFUM,-33.154278,-35.841675
29,SFUM_RS08600,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS08600,SFUM,13.673833,32.529465
30,SFUM_RS21655,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,CheB_methylest,GCF_000014965.1-SFUM_RS21655,SFUM,-49.004356,-24.978651
31,SFUM_RS21650,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS21650,SFUM,-52.505856,-21.760963
32,SFUM_RS08535,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS08535,SFUM,-20.31789,-36.907787
33,SFUM_RS08520,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,CheB_methylest,GCF_000014965.1-SFUM_RS08520,SFUM,-50.152287,-20.380354
34,SFUM_RS09615,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS09615,SFUM,-31.583626,-17.523804
35,SFUM_RS07705,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS07705,SFUM,3.7106087,-10.958967
36,SFUM_RS04925,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS04925,SFUM,32.0258,3.0952
37,SFUM_RS04920,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,GerE,GCF_000014965.1-SFUM_RS04920,SFUM,39.34464,-13.422998
38,SFUM_RS04900,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS04900,SFUM,5.002066,-26.87331
39,SFUM_RS04895,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,GerE,GCF_000014965.1-SFUM_RS04895,SFUM,3.9271245,-25.743906
40,SFUM_RS04435,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Sigma54_activat,GCF_000014965.1-SFUM_RS04435,SFUM,19.2863,1.2725881
41,SFUM_RS04295,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,HTH_8,GCF_000014965.1-SFUM_RS04295,SFUM,21.635363,14.487272
42,SFUM_RS04260,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Fer4,GCF_000014965.1-SFUM_RS04260,SFUM,18.064316,12.176132
43,SFUM_RS07505,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS07505,SFUM,-32.44932,-16.846886
44,SFUM_RS05300,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,EAL,GCF_000014965.1-SFUM_RS05300,SFUM,2.140619,14.656439
45,SFUM_RS03675,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Trans_reg_C,GCF_000014965.1-SFUM_RS03675,SFUM,-24.040892,1.1575518
46,SFUM_RS03380,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS03380,SFUM,21.12993,-12.41089
47,SFUM_RS03375,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS03375,SFUM,18.343489,-22.836655
48,SFUM_RS03365,GCF_000014965.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,GCF_000014965.1-SFUM_RS03365,SFUM,17.918243,-20.30928
