,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
0,CFLAV_RS00960,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,GerE,GCF_000172555.1-CFLAV_RS00960,CFLAV,-41.605827,9.531492
1,CFLAV_RS00880,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,GerE,GCF_000172555.1-CFLAV_RS00880,CFLAV,-39.799835,10.600653
2,CFLAV_RS00200,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,GerE,GCF_000172555.1-CFLAV_RS00200,CFLAV,-32.132862,-6.85886
3,CFLAV_RS00025,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,,GCF_000172555.1-CFLAV_RS00025,CFLAV,-28.649012,-24.378082
4,CFLAV_RS02365,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,GerE,GCF_000172555.1-CFLAV_RS02365,CFLAV,-40.45065,11.482942
5,CFLAV_RS02175,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,GerE,GCF_000172555.1-CFLAV_RS02175,CFLAV,-36.49208,-14.663042
6,CFLAV_RS02155,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,,GCF_000172555.1-CFLAV_RS02155,CFLAV,-25.707136,-26.285557
7,CFLAV_RS02100,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,GerE,GCF_000172555.1-CFLAV_RS02100,CFLAV,-39.219337,10.724804
8,CFLAV_RS02040,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,GerE,GCF_000172555.1-CFLAV_RS02040,CFLAV,-41.620594,11.016726
9,CFLAV_RS01905,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,GerE,GCF_000172555.1-CFLAV_RS01905,CFLAV,-36.24481,-14.168021
10,CFLAV_RS01895,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,,GCF_000172555.1-CFLAV_RS01895,CFLAV,-11.1729765,-35.857044
11,CFLAV_RS01770,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,GerE,GCF_000172555.1-CFLAV_RS01770,CFLAV,-34.395176,-3.1046994
12,CFLAV_RS33815,GCF_000172555.1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera parvula,,GCF_000172555.1-CFLAV_RS33815,CFLAV,-40.880806,9.676526
