,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
0,SPV1_RS06715,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS06715,SPV1,3.300703,31.652245
1,SPV1_RS06540,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS06540,SPV1,40.382492,-2.5912876
2,SPV1_RS06340,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HD,GCF_000153765.1-SPV1_RS06340,SPV1,36.45015,-13.171242
3,SPV1_RS06335,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS06335,SPV1,20.027771,-25.08645
4,SPV1_RS06325,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS06325,SPV1,-15.255893,-28.404222
5,SPV1_RS06205,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS06205,SPV1,35.483517,5.7213693
6,SPV1_RS05000,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS05000,SPV1,20.100756,53.602554
7,SPV1_RS04245,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS04245,SPV1,6.319884,-22.18204
8,SPV1_RS04090,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,EAL,GCF_000153765.1-SPV1_RS04090,SPV1,3.9034476,6.157214
9,SPV1_RS03740,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS03740,SPV1,33.84763,2.0506096
10,SPV1_RS03335,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HD_5,GCF_000153765.1-SPV1_RS03335,SPV1,-4.118845,-1.1617308
11,SPV1_RS03095,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS03095,SPV1,37.334225,7.425326
12,SPV1_RS03045,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS03045,SPV1,16.248976,16.624651
13,SPV1_RS05820,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,EAL,GCF_000153765.1-SPV1_RS05820,SPV1,6.643937,23.336786
14,SPV1_RS05745,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HD,GCF_000153765.1-SPV1_RS05745,SPV1,-39.039146,6.7993455
15,SPV1_RS05155,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Trans_reg_C,GCF_000153765.1-SPV1_RS05155,SPV1,15.121261,-38.22784
16,SPV1_RS02090,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Guanylate_cyc,GCF_000153765.1-SPV1_RS02090,SPV1,-24.315302,6.1205373
17,SPV1_RS00925,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,EAL,GCF_000153765.1-SPV1_RS00925,SPV1,6.0278907,18.810017
18,SPV1_RS00490,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,Guanylate_cyc,GCF_000153765.1-SPV1_RS00490,SPV1,-27.583176,2.0962036
19,SPV1_RS00425,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,GerE,GCF_000153765.1-SPV1_RS00425,SPV1,-37.04134,46.929626
20,SPV1_RS00405,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS00405,SPV1,3.6131132,31.574799
21,SPV1_RS13210,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,,GCF_000153765.1-SPV1_RS13210,SPV1,10.135451,34.11379
22,SPV1_RS12770,GCF_000153765.1,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrooxydans,HTH_8,GCF_000153765.1-SPV1_RS12770,SPV1,9.349046,19.203852
