,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
0,A9D14_RS17605,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS17605,A9D14,0.25107804,-20.783587
1,A9D14_RS16200,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Trans_reg_C,GCF_001661675.2-A9D14_RS16200,A9D14,9.429804,-8.356851
2,A9D14_RS13985,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Trans_reg_C,GCF_001661675.2-A9D14_RS13985,A9D14,11.101701,-8.615016
3,A9D14_RS12095,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Trans_reg_C,GCF_001661675.2-A9D14_RS12095,A9D14,15.558205,-5.0558367
4,A9D14_RS10935,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS10935,A9D14,-1.7593759,-1.6122025
5,A9D14_RS10905,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS10905,A9D14,2.047425,-2.4167063
6,A9D14_RS10875,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,EAL,GCF_001661675.2-A9D14_RS10875,A9D14,-13.249406,5.730309
7,A9D14_RS10805,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Sigma70_r4_2,GCF_001661675.2-A9D14_RS10805,A9D14,7.967767,18.077608
8,A9D14_RS10795,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS10795,A9D14,30.536903,7.11536
9,A9D14_RS10675,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS10675,A9D14,0.96312433,-20.384085
10,A9D14_RS10660,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS10660,A9D14,0.96177703,-20.3007
11,A9D14_RS13360,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,LytTR,GCF_001661675.2-A9D14_RS13360,A9D14,-20.833675,-2.493992
12,A9D14_RS13165,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,LytTR,GCF_001661675.2-A9D14_RS13165,A9D14,-22.643347,-2.1163852
13,A9D14_RS09600,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,HTH_8,GCF_001661675.2-A9D14_RS09600,A9D14,11.442644,7.48908
14,A9D14_RS11865,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Trans_reg_C,GCF_001661675.2-A9D14_RS11865,A9D14,-1.1274396,-2.7233002
15,A9D14_RS09335,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS09335,A9D14,3.886469,-23.01945
16,A9D14_RS08475,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Trans_reg_C,GCF_001661675.2-A9D14_RS08475,A9D14,9.430513,-3.9295733
17,A9D14_RS08295,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,GerE,GCF_001661675.2-A9D14_RS08295,A9D14,-12.972007,4.2185726
18,A9D14_RS07470,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS07470,A9D14,6.170342,-21.90633
19,A9D14_RS07365,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,GerE,GCF_001661675.2-A9D14_RS07365,A9D14,11.166917,5.6305604
20,A9D14_RS05895,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,HTH_8,GCF_001661675.2-A9D14_RS05895,A9D14,18.355385,6.017084
21,A9D14_RS05600,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Trans_reg_C,GCF_001661675.2-A9D14_RS05600,A9D14,3.2260666,-3.7293801
22,A9D14_RS03195,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,GerE,GCF_001661675.2-A9D14_RS03195,A9D14,-27.21512,18.039017
23,A9D14_RS06450,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,HTH_8,GCF_001661675.2-A9D14_RS06450,A9D14,13.578317,10.741242
24,A9D14_RS06440,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,HTH_8,GCF_001661675.2-A9D14_RS06440,A9D14,20.602085,2.6896112
25,A9D14_RS04725,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Trans_reg_C,GCF_001661675.2-A9D14_RS04725,A9D14,1.7441565,4.482859
26,A9D14_RS04685,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS04685,A9D14,36.61402,1.5616938
27,A9D14_RS04400,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS04400,A9D14,25.927992,5.263354
28,A9D14_RS04300,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Trans_reg_C,GCF_001661675.2-A9D14_RS04300,A9D14,0.30039752,0.690743
29,A9D14_RS01840,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Trans_reg_C,GCF_001661675.2-A9D14_RS01840,A9D14,-6.457157,-1.785301
30,A9D14_RS00495,GCF_001661675.2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,,GCF_001661675.2-A9D14_RS00495,A9D14,-23.54776,6.9108133
31,JCM23214_RS07810,GCF_000616095.1,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,Sneathiella glossodoripedis,,GCF_000616095.1-JCM23214_RS07810,JCM23214,-15.90293,-19.34939
32,JCM23214_RS06835,GCF_000616095.1,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,Sneathiella glossodoripedis,Trans_reg_C,GCF_000616095.1-JCM23214_RS06835,JCM23214,13.764155,-5.05637
33,JCM23214_RS06825,GCF_000616095.1,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,Sneathiella glossodoripedis,CheB_methylest,GCF_000616095.1-JCM23214_RS06825,JCM23214,-22.718191,-14.182468
34,JCM23214_RS06820,GCF_000616095.1,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,Sneathiella glossodoripedis,,GCF_000616095.1-JCM23214_RS06820,JCM23214,-20.203875,-7.6000214
35,JCM23214_RS06490,GCF_000616095.1,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,Sneathiella glossodoripedis,,GCF_000616095.1-JCM23214_RS06490,JCM23214,23.700329,5.820891
36,JCM23214_RS03935,GCF_000616095.1,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,Sneathiella glossodoripedis,Trans_reg_C,GCF_000616095.1-JCM23214_RS03935,JCM23214,2.4707093,-7.740413
